smiles,standard_type,pPot,cid,tid
CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)c(F)c3F)cn12,IC50,7.954677021213342,CHEMBL385352,260
CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cn12,IC50,8.301029995663981,CHEMBL194322,260
CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3Cl)cn12,IC50,8.602059991327963,CHEMBL215652,260
CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3F)cn12,IC50,8.337242168318426,CHEMBL380030,260
CC(C)c1nnc2ccc(-c3ocnc3-c3cccc(Cl)c3)cn12,IC50,7.8696662315049934,CHEMBL212239,260
CC(C)c1nnc2ccc(-c3ocnc3-c3cccc(Cl)c3Cl)cn12,IC50,7.838631997765026,CHEMBL378697,260
CC(C)c1nnc2ccc(-c3ocnc3-c3cccc(F)c3)cn12,IC50,7.422508200162775,CHEMBL384117,260
CC(C)c1nnc2ccc(-c3ocnc3-c3ccccc3)cn12,IC50,8.017728766960431,CHEMBL379929,260
CC(C)c1nnc2ccc(-c3ocnc3-c3ccccc3Cl)cn12,IC50,8.522878745280337,CHEMBL212294,260
CC(C)c1noc(-c2ccc(F)cc2)c1-c1ccncc1,IC50,5.657577319177793,CHEMBL375428,260
CC(C)c1noc(C2CCN(C(=O)NC3CC3c3ccccc3)CC2)n1,IC50,8.118423549586476,CHEMBL1615216,2409
CC(C)c1nsc(N2CCN(C(=O)C3CNC(C(=O)N4CCCC4)C3)CC2)n1,IC50,7.2839966563652,CHEMBL402645,284
CC(C)c1onc(-c2ccc(F)cc2)c1-c1ccncc1,IC50,6.346787486224656,CHEMBL220227,260
CC(C)c1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO,IC50,6.468521082957745,CHEMBL3287253,325
CC(C)c1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO,IC50,5.917214629683549,CHEMBL3287253,1865
CC(C)n1c(-c2cccc(C=CC(=O)NO)c2)nc2ccccc21,IC50,7.102372908709558,CHEMBL1097017,325
CC(C)n1c(-c2cccc(C=CC(=O)NO)c2)nc2ccccc21,IC50,7.0,CHEMBL1097017,1865
CC(C)n1c(=O)n(Cc2ccccc2C#N)c2c(N3CCCC(N)C3)ccnc21,IC50,6.318758762624412,CHEMBL3329628,284
CC(C)n1c2ccc(C3CCCCO3)cc2c2c3c(c4c(c21)CCc1c-4cnn1C)C(=O)NC3,IC50,7.356547323513812,CHEMBL1083350,279
CC(C)n1c2ccc(C3CCCCO3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,IC50,7.67778070526608,CHEMBL1084062,279
CC(C)n1cc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,IC50,6.366531544420413,CHEMBL307982,279
CC(C)n1cc(-c2cnc(Nc3cccc(Cn4nc(-c5cnn(C)c5)ccc4=O)c3)nc2)cn1,IC50,8.09151498112135,CHEMBL3759336,3717
CC(C)n1cc(C(=O)C(F)(F)F)cn1,IC50,7.01395646358862,CHEMBL3623548,220
CC(C)n1cc(C(=O)C(F)F)cn1,IC50,6.078402927633585,CHEMBL3623555,220
CC(C)n1cc(C(=O)Nc2cc(F)c(-c3c[nH]c4ncnc(N)c34)cc2F)c(=O)c(-c2ccc(F)cc2)c1,IC50,8.346787486224656,CHEMBL4871361,3717
CC(C)n1cc(C(=O)Nc2ccc(-c3cn(C)c4ncnc(N)c34)cc2)c(=O)c(-c2ccc(F)cc2)c1,IC50,7.735182176990463,CHEMBL4875762,3717
CC(C)n1cc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)cn1,IC50,5.440931665965463,CHEMBL3355174,260
CC(C)n1ccc2cc(C(=O)N3CCc4c(cnn4-c4ccccc4Cl)C3)ccc21,IC50,7.4089353929735005,CHEMBL242001,260
CC(C)n1ccc2cc(C(=O)NCc3ccc(CS(=O)(=O)C4CC4)cc3C(F)(F)F)ccc21,IC50,8.301029995663981,CHEMBL5081013,2409
CC(C)n1cnc(-c2cc3nccc(Oc4ccc(NC(=O)C5CC(=O)N(c6ccccc6)C5)cc4F)c3s2)c1,IC50,6.522878745280337,CHEMBL462023,3717
CC(C)n1cnc(-c2cc3nccc(Oc4ccc(NC(=O)C5CCN(c6ccccc6)C5=O)cc4F)c3s2)c1,IC50,7.4089353929735005,CHEMBL459478,3717
CC(C)n1cnc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc21,IC50,7.769551078621726,CHEMBL4756541,4005
CC(C)n1cnc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc21,IC50,7.638272163982407,CHEMBL4760118,4005
CC(C)n1nc(-c2cc(C3CC3)on2)c2c(N)ncnc21,IC50,7.017728766960431,CHEMBL3753341,279
CC(C)n1nc(-c2ccc(F)cc2)cc1C(=O)NCCCCCCS,IC50,5.130768280269024,CHEMBL3759007,1865
CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,IC50,6.214670164989233,CHEMBL1233882,203
CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,IC50,7.769551078621726,CHEMBL1233882,4005
CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2cncnc21,IC50,6.6595558851598815,CHEMBL3798574,4005
CC(C)n1nc(-c2cccc(O)c2)c2c(N)ncnc21,IC50,6.020451625295905,CHEMBL1230790,203
CC(C)n1nc(-c2cccc(O)c2)c2c(N)ncnc21,IC50,6.318758762624412,CHEMBL1230790,4005
CC(C)n1ncnc1-c1cc2c(s1)-c1ccc(C(N)=O)cc1OCC2,IC50,8.397940008672037,CHEMBL2322764,4005
CC(C)n1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(N)=O)cc4)cc3)nc21,IC50,8.443697499232712,CHEMBL591760,4005
CC(C)n1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(CO)cc4)cc3)nc21,IC50,8.455931955649724,CHEMBL600258,4005
CC(C)n1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4cccnc4)cc3)nc21,IC50,7.978810700930062,CHEMBL589345,4005
CC(C)n1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccncc4)cc3)nc21,IC50,8.301029995663981,CHEMBL590074,4005
CC(C1C(O)CC2(C)C3CCC4C(=CCC5N=C(C(C)(C)C)OCC54C)CC3C(=O)CC12C)N(C)C,IC50,6.454692883534176,CHEMBL241536,220
CC(C1C(O)CC2(C)C3CCC4C5(C)COC(C(C)(C)F)=NC5CCC45CC35C(=O)CC12C)N(C)C,IC50,6.128427064454121,CHEMBL1783530,220
CC(C1CC1)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3c(c2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,IC50,9.523023534240473,CHEMBL318934,260
CC(C1CC1)N1Cc2cc(-c3ccn4nc(N)c(C(=O)NC(CO)C5CC5)c4n3)cc(NS(C)(=O)=O)c2C1=O,IC50,5.920818753952375,CHEMBL5171421,4005
CC(C1CC1)N1Cc2cc(-c3ccn4nc(N)c(C(=O)NC(CO)C5CC5)c4n3)cc(OC(F)(F)F)c2C1=O,IC50,5.686132779630847,CHEMBL5205997,4005
CC(C1CC1)N1Cc2cc(-c3ccn4nc(N)c(C(=O)NC(CO)C5CC5)c4n3)cc(OC(F)F)c2C1=O,IC50,5.718966632752272,CHEMBL5203289,4005
CC(C1CC1)N1Cc2cc(-c3ccn4nc(N)c(C(=O)NC5CC5)c4n3)cc(C(F)(F)F)c2C1=O,IC50,5.801342913045577,CHEMBL5173590,4005
CC(C1CC1)N1Cc2cc(-c3ccn4nc(N)c(C(=O)NC5CC5)c4n3)cc(C3CC3)c2C1=O,IC50,6.242603971206975,CHEMBL5171652,4005
CC(C1CC1)N1Cc2cc(-c3ccn4nc(N)c(C(=O)NC5CC5)c4n3)cc(Cl)c2C1=O,IC50,6.163675884293248,CHEMBL5196851,4005
CC(C1CC1)N1Cc2cc(-c3ccn4nc(N)c(C(=O)NC5CC5)c4n3)cc(NS(C)(=O)=O)c2C1=O,IC50,6.229147988357855,CHEMBL5204743,4005
CC(C1CC1)N1Cc2cc(-c3ccn4nc(N)c(C(=O)NC5CC5)c4n3)cc(OC(F)(F)F)c2C1=O,IC50,5.8297382846050425,CHEMBL5196539,4005
CC(C1CC1)N1Cc2cc(-c3ccn4nc(N)c(C(=O)NC5CC5)c4n3)cc(OC(F)F)c2C1=O,IC50,6.220403508742176,CHEMBL5200339,4005
CC(C1CC1)N1Cc2cc(-c3ccn4nc(N)c(C(=O)NC5CC5)c4n3)cc(S(=O)(=O)C(C)C)c2C1=O,IC50,6.021363051615525,CHEMBL5206156,4005
CC(C1CC1)N1Cc2cc(-c3ccn4nc(N)c(C(=O)NC5CC5)c4n3)cc(S(=O)(=O)C3CC3)c2C1=O,IC50,6.415668775632469,CHEMBL5182329,4005
CC(C1CC1)N1Cc2cc(-c3ccn4nc(N)c(C(=O)NC5CC5)c4n3)cc(S(=O)(=O)C3CCC3)c2C1=O,IC50,6.290730039024169,CHEMBL5194457,4005
CC(C1CC1)N1Cc2cc(-c3ccn4nc(N)c(C(=O)NC5CC5)c4n3)cc(S(C)(=O)=O)c2C1=O,IC50,6.454692883534176,CHEMBL5202602,4005
CC(C1CC1)N1Cc2cc(-c3ccn4nc(N)c(C(=O)NC5CCC(C)(O)CC5)c4n3)cc(OC(F)F)c2C1=O,IC50,5.903089986991944,CHEMBL5209268,4005
CC(C1CCC(N(C)C(=O)C2CC2)CC1)C(N)C(=O)N1CCC(F)C1,IC50,7.327902142064282,CHEMBL392825,284
CC(C1CCC(N(C)C(=O)c2cccc(F)c2)CC1)C(N)C(=O)N1CCC(F)C1,IC50,7.036212172654444,CHEMBL245379,284
CC(C1CCC(NS(=O)(=O)c2ccc(F)cc2F)CC1)C(N)C(=O)N1CCC(F)C1,IC50,5.826813731587726,CHEMBL246372,284
CC(C1CCC(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1)C(N)C(=O)N1CCC(F)C1,IC50,5.459670525209127,CHEMBL246373,284
CC(C=CC(=O)NO)=Cc1ccc(NS(=O)(=O)c2ccc(N(CCCl)CCCl)cc2)cc1,IC50,6.319664486585436,CHEMBL4744603,1865
CC(C=Cc1ccccc1)=CC(=O)NCCCCCC(=O)NO,IC50,8.455931955649724,CHEMBL490018,325
CC(C=Cc1ccccc1)=CC(=O)NCCCCCC(=O)NO,IC50,8.455931955649724,CHEMBL490018,1865
CC(CC(=O)N1CCc2ccccc2C1)NCC(=O)N1CCCC1C#N,IC50,7.267606240177031,CHEMBL425585,284
CC(CCCCCC(=O)c1ccc2ccccc2c1)C(=O)NO,IC50,6.221848749616356,CHEMBL95510,325
CC(CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccc(Cl)cc1,IC50,6.086186147616283,CHEMBL217801,284
CC(CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccc(F)c(F)c1,IC50,7.4089353929735005,CHEMBL217017,284
CC(CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccc(F)cc1,IC50,7.075720713938118,CHEMBL218289,284
CC(CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccccc1,IC50,6.552841968657781,CHEMBL217388,284
CC(CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccccc1F,IC50,5.42021640338319,CHEMBL217532,284
CC(CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccsc1,IC50,6.958607314841775,CHEMBL554090,284
CC(CCc1ccccc1)NC(=O)Nc1cccc(C(F)(F)F)c1F,IC50,8.721246399047171,CHEMBL1818409,2409
CC(CN(C)C)Cn1cc(-c2cncc(-c3ccsc3)c2)c2ccccc21,IC50,7.337242168318426,CHEMBL327720,279
CC(CNC(=O)c1ccc(C=CC(=O)NO)cc1)Oc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,IC50,6.552841968657781,CHEMBL4549965,1865
CC(CO)Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)ncc1Br,IC50,7.468521082957745,CHEMBL4741442_CHEMBL4764656,279
CC(CO)Nc1nc(Nc2ccc([S+](N)[O-])cc2)ncc1Br,IC50,7.468521082957745,CHEMBL3604466,279
CC(CO)Nc1nccc(N(CCCCN)C(=O)c2ccc3c(c2)CCO3)n1,IC50,6.508638306165727,CHEMBL1091288,260
CC(COc1ccc(C(N)=O)cc1)NCC(=O)c1ccsc1,IC50,6.468521082957745,CHEMBL553006,284
CC(CS(C)(=O)=O)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,IC50,7.801029995663981,CHEMBL1230610_CHEMBL1232769,260
CC(Cc1ccc(C(=O)NCc2ccccc2C(F)(F)F)cc1)C(=O)O,IC50,5.096910013008056,CHEMBL3764795,2409
CC(Cc1ccccc1)NC(=O)Oc1cccc(C(C)N(C)C)c1,IC50,6.343877461302737,CHEMBL1784956_CHEMBL1784957,220
CC(Cn1ncnn1)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,IC50,8.328788659588897,CHEMBL1230351_CHEMBL1232784,260
CC(F)(F)CN1C(=O)C2(C)COCCN2c2nc(-c3ccc(NC(=O)NC4CC4)cc3)ncc21,IC50,5.899998417198648,CHEMBL4475248,4005
CC(F)(F)c1ccc(C(=O)NCc2ccc(NS(C)(=O)=O)cc2Cl)cc1,IC50,8.698970004336019,CHEMBL5089068,2409
CC(N)C#Cc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2s1,IC50,7.161150909262744,CHEMBL3416633,203
CC(N)C(=O)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,IC50,8.920818753952375,CHEMBL3220878_CHEMBL3220879,3717
CC(N)C(=O)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1,IC50,5.324638793066337,CHEMBL2322662_CHEMBL2322663,4005
CC(N)C(=O)Nc1cccc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c1,IC50,8.161150909262744,CHEMBL3357444,3717
CC(N1C(=O)C(=O)N(c2ccccc2F)C1=O)C12CC3CC(CC(C3)C1)C2,IC50,6.331241458249043,CHEMBL4644458,2409
CC(N1Cc2cc(-c3ccn4nc(N)c(C(=O)NC(CO)C5CC5)c4n3)cc(NS(C)(=O)=O)c2C1=O)C(F)(F)F,IC50,5.785156151952302,CHEMBL5189490,4005
CC(N1Cc2cc(-c3ccn4nc(N)c(C(=O)NC(CO)C5CC5)c4n3)cc(OC(F)F)c2C1=O)C(F)(F)F,IC50,5.8794260687941495,CHEMBL5201929,4005
CC(N1Cc2cc(-c3ccn4nc(N)c(C(=O)NC5CC5)c4n3)cc(NS(C)(=O)=O)c2C1=O)C(F)(F)F,IC50,7.013228265733755,CHEMBL5174699,4005
CC(NC(=O)C(CC(=O)NC(C)(C)C)NC(=O)c1ccc(C(=O)NO)cc1)C(=O)NCc1ccccc1,IC50,5.161150909262744,CHEMBL4761969,325
CC(NC(=O)C(CC(=O)NC(C)(C)C)NC(=O)c1ccc(C(=O)NO)cc1)C(=O)NCc1ccccc1,IC50,6.568636235841012,CHEMBL4761969,1865
CC(NC(=O)C(CC(=O)NCC(C)(C)C)NC(=O)c1ccc(C(=O)NO)cc1)C(=O)NCc1ccccc1,IC50,6.568636235841012,CHEMBL4167623,1865
CC(NC(=O)C(Cc1ccccc1)NC(=O)CCCCCNC(=O)NC1CCCCC1)C(=O)O,IC50,6.585026652029182,CHEMBL219042,2409
CC(NC(=O)NC12CC3CC(CC(C3)C1)C2)c1ccccc1,IC50,7.0,CHEMBL222080,2409
CC(NC(=O)NCCCCCCCCNC(=O)NC(C)C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,IC50,9.19897000433602,CHEMBL3263297,2409
CC(NC(=O)NCCCCNC(=O)NC(C)C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,IC50,8.761439372640169,CHEMBL3263294,2409
CC(NC(=O)NCCCc1ccccc1)C1CCCCC1,IC50,6.629960834528887,CHEMBL3808903_CHEMBL3809228,2409
CC(NC(=O)NCCCc1ccccc1)c1cccc2ccccc12,IC50,6.902715080385678,CHEMBL3809056_CHEMBL3809988,2409
CC(NC(=O)Nc1ccc(C(=O)N2CCCCC2)cc1)C12CC3CC(CC(C3)C1)C2,IC50,8.4089353929735,CHEMBL4859241,2409
CC(NC(=O)Nc1ccc(C(=O)NC2CCCCC2)cc1)C12CC3CC(CC(C3)C1)C2,IC50,6.663140179083191,CHEMBL4864530,2409
CC(NC(=O)Nc1ccc(NC(=O)NC(C)C23CC4CC(CC(C4)C2)C3)cc1)C12CC3CC(CC(C3)C1)C2,IC50,6.79317412396815,CHEMBL3263300,2409
CC(NC(=O)Nc1ccccc1F)C12CC3CC(CC(C3)C1)C2,IC50,7.2549252084179425,CHEMBL4632403,2409
CC(NC(=O)Oc1cccc2c1OCC1CCN(C)C21)c1ccccc1,IC50,5.7281583934635005,CHEMBL371787,220
CC(NC(=O)c1c(N)nn2cccnc12)c1cc2cccc(C#Cc3cnn(C)c3)c2c(=O)n1-c1ccccc1,IC50,7.769551078621726,CHEMBL3984425,4005
CC(NC(=O)c1cc(-c2ccc(N3CCOCC3)nc2)cnc1N)c1c(Cl)ccc(F)c1Cl,IC50,6.292429823902063,CHEMBL2071451,3717
CC(NC(=O)c1cc(-c2ccc(OCC(=O)N3CCOCC3)cc2)cnc1N)c1c(Cl)ccc(F)c1Cl,IC50,6.468521082957745,CHEMBL2071454,3717
CC(NC(=O)c1cc(-c2ccc3c(c2)CC(=O)N3)cnc1N)c1c(Cl)ccc(F)c1Cl,IC50,6.6777807052660805,CHEMBL2071452,3717
CC(NC(=O)c1cc(-c2cncnc2)cnc1N)c1c(Cl)ccc(F)c1Cl,IC50,5.943095148663527,CHEMBL2071453,3717
CC(NC(=O)c1cc(-c2cnn(C)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,IC50,6.552841968657781,CHEMBL2071448,3717
CC(NC(=O)c1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,IC50,6.494850021680094,CHEMBL2071449,3717
CC(NC(=O)c1cc(-c2cnn(C3CCOCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,IC50,7.222102309994232,CHEMBL2071450_CHEMBL2071457,3717
CC(NC(=O)c1cccc(=S)n1O)C(=O)O,IC50,5.376750709602099,CHEMBL3260857,1865
CC(NS(=O)(=O)Cc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1)c1ccccc1,IC50,7.2839966563652,CHEMBL2324127,3717
CC(NS(=O)(=O)c1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,IC50,7.712198270069773,CHEMBL2442125,3717
CC(Nc1c(C(N)=O)cnc2ccc(-c3cccnc3)cc12)c1ccc(Cl)cc1,IC50,8.096910013008056,CHEMBL4565988,4005
CC(Nc1c(C(N)=O)cnc2ccc(C#N)cc12)c1ccc(Cl)cc1,IC50,7.443697499232712,CHEMBL4527822,4005
CC(Nc1c(C(N)=O)nnc2ccc(-c3ccc(OCCCN(C)C)nc3)cc12)C1CCOCC1,IC50,5.657577319177793,CHEMBL4217549,4005
CC(Nc1cc(-c2sc(C3CCN(C)CC3)nc2-c2ccc(F)cc2)ccn1)c1ccccc1,IC50,6.056754637413759,CHEMBL2111784,203
CC(Nc1cc(-c2sc(C3CCN(C)CC3)nc2-c2ccc(F)cc2)ccn1)c1ccccc1,IC50,5.769551078621726,CHEMBL2111784,279
CC(Nc1cc(Cl)cc(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,IC50,6.958607314841775,CHEMBL3408255,4005
CC(Nc1cc(F)c(F)c(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,IC50,6.958607314841775,CHEMBL3408256,4005
CC(Nc1cc(F)cc(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,IC50,7.602059991327962,CHEMBL3408252,4005
CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,IC50,7.455931955649724,CHEMBL3408248,4005
CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,IC50,7.1249387366083,CHEMBL3319490,4005
CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)CCO)cc2c(=O)cc(N3CCOCC3)oc12,IC50,7.045757490560675,CHEMBL3408260,4005
CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCC(O)CC2)cc2c(=O)cc(N3CCOCC3)oc12,IC50,6.638272163982407,CHEMBL3408266,4005
CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCC2)cc2c(=O)cc(N3CCOCC3)oc12,IC50,7.537602002101044,CHEMBL3408262,4005
CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCCC2)cc2c(=O)cc(N3CCOCC3)oc12,IC50,7.008773924307505,CHEMBL3408263,4005
CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCCCC2)cc2c(=O)cc(N3CCOCC3)oc12,IC50,6.698970004336019,CHEMBL3408264,4005
CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCOCC2)cc2c(=O)cc(N3CCOCC3)oc12,IC50,6.522878745280337,CHEMBL3408265,4005
CC(Nc1cc(F)cc(F)c1F)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,IC50,6.853871964321762,CHEMBL3408257,4005
CC(Nc1cc(F)ccc1F)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,IC50,6.346787486224656,CHEMBL3408249,4005
CC(Nc1ccc(F)c(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,IC50,6.769551078621726,CHEMBL3408251,4005
CC(Nc1ccc(F)c(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,IC50,6.769551078621726,CHEMBL3408247,4005
CC(Nc1ccc(F)c(F)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,IC50,6.468521082957745,CHEMBL3319489,4005
CC(Nc1ccc(F)cc1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,IC50,6.091514981121351,CHEMBL3408244,4005
CC(Nc1ccc(F)cc1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,IC50,5.886056647693163,CHEMBL3319486,4005
CC(Nc1cccc(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,IC50,7.070581074285707,CHEMBL3408245,4005
CC(Nc1cccc(Cl)c1F)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,IC50,7.552841968657781,CHEMBL3408250,4005
CC(Nc1cccc(Cl)c1F)c1cc(C(=O)NCCN(C)C)cn2c(=O)cc(N3CCOCC3)nc12,IC50,7.036212172654444,CHEMBL3319485,4005
CC(Nc1cccc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,IC50,6.657577319177793,CHEMBL3407508,4005
CC(Nc1cccc(F)c1F)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,IC50,6.431798275933005,CHEMBL3408246,4005
CC(Nc1ccccc1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,IC50,5.926935982160881,CHEMBL3318711,4005
CC(Nc1ccccc1)c1cc(C(=O)N(C)CC(=O)O)cn2c(=O)cc(N3CCOCC3)nc12,IC50,5.42021640338319,CHEMBL3318714,4005
CC(Nc1ccccc1)c1cc(C(=O)N(C)CCO)cn2c(=O)cc(N3CCOCC3)nc12,IC50,5.657577319177793,CHEMBL3318712,4005
CC(Nc1ccccc1)c1cc(C(=O)N2CCOCC2)cn2c(=O)cc(N3CCOCC3)nc12,IC50,5.161150909262744,CHEMBL3318713,4005
CC(Nc1ccccc1)c1cc(C(=O)NCCN(C)C)cn2c(=O)cc(N3CCOCC3)nc12,IC50,6.035035219957706,CHEMBL3318715,4005
CC(Nc1ccccc1)c1cc(C(=O)NCCN2CCNCC2)cn2c(=O)cc(N3CCOCC3)nc12,IC50,5.318758762624412,CHEMBL3318716,4005
CC(Nc1ccccc1)c1cc(C(=O)O)cn2c(=O)cc(N3CCOCC3)nc12,IC50,6.214670164989233,CHEMBL3318710,4005
CC(Nc1ccccc1)c1ccc(C(=O)Nc2ccccc2N)cc1,IC50,5.714705856654654,CHEMBL4551227_CHEMBL4567733_CHEMBL4585688,325
CC(Nc1nc(N)nc(N)c1C#N)c1c(-c2ccccc2)c(=O)n2cc(F)ccc2c1-c1ccc(F)cc1,IC50,6.423428315934709,CHEMBL4756563,4005
CC(Nc1nc(N)nc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1Cc1ccc(C(=O)NO)s1,IC50,6.669586226650809,CHEMBL5221123,325
CC(Nc1nc(N)nc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1Cc1ccc(C(=O)NO)s1,IC50,7.180456064458131,CHEMBL5221123,1865
CC(Nc1nc(Nc2cn(C)cn2)c2cc[nH]c2n1)c1ncc(F)cn1,IC50,7.657577319177793,CHEMBL3116050,279
CC(Nc1nccc(-c2c(-c3ccc(F)cc3)nc3nc(N)ccn23)n1)c1ccccc1,IC50,8.430809941300687,CHEMBL3120970,260
CC(Nc1nccc(N(CC2CC2)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1,IC50,6.782516055786093,CHEMBL1090586,260
CC(Nc1nccc(N(CC2CCN(C(N)=O)CC2)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1,IC50,6.148130399270234,CHEMBL1090246,260
CC(Nc1nccc(N(CC2CCN(S(N)(=O)=O)CC2)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1,IC50,6.171984935776023,CHEMBL1093546,260
CC(Nc1nccc(N(CC2CCNCC2)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1,IC50,7.267606240177031,CHEMBL1090230,260
CC(Nc1nccc(N(CC2CCOCC2)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1,IC50,6.801342913045577,CHEMBL1090588,260
CC(Nc1nccc(N(CCCCN)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1,IC50,8.397940008672037,CHEMBL1093548,260
CC(Nc1nccc(N(CCCCO)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1,IC50,7.017728766960431,CHEMBL1093549,260
CC(Nc1nccc(N(CCCS(C)(=O)=O)C(=O)c2ccc3c(c2)CCO3)n1)c1ccccc1,IC50,7.142667503568731,CHEMBL1093833,260
CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(-c2ccccn2)c1-c1ccccn1,IC50,5.102372908709558,CHEMBL3403678,4005
CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(C#N)c1-c1ccccc1,IC50,5.29413628771608,CHEMBL3403668,4005
CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(C#N)c1-c1ccccn1,IC50,5.356547323513812,CHEMBL3403677,4005
CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c(Cl)c1-c1ccccn1,IC50,5.863279432843593,CHEMBL3403673,4005
