core,sub,cid,as
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Brc1ccc([*:1])cc1,CHEMBL3323605,0
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,CCc1ccc([*:1])cc1,CHEMBL3323598,0
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Cc1ccc([*:1])cc1,CHEMBL3323595,0
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Cc1cccc([*:1])c1,CHEMBL3323594,0
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Clc1ccc([*:1])cc1,CHEMBL3323604,0
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Clc1ccc([*:1])cc1Cl,CHEMBL3323612,0
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Clc1cc(Cl)cc([*:1])c1,CHEMBL3323613,0
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Clc1cccc([*:1])c1,CHEMBL3323603,0
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Clc1cccc(Cl)c1[*:1],CHEMBL3323611,0
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Fc1ccc([*:1])cc1,CHEMBL3323601,0
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Fc1ccc(Br)c([*:1])c1,CHEMBL3323614,0
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Fc1cccc([*:1])c1,CHEMBL3323600,0
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,Oc1ccccc1[*:1],CHEMBL3323597,0
c1ccc2c(Nc3ccc4nc([*:1])[nH]c4c3)ccnc2c1,c1ccc([*:1])cc1,CHEMBL3323592,0
C=CC(=O)Nc1ccc(-c2ccc(NC(=O)[*:1])cc2)cn1,Fc1ccc(N[*:1])cc1,CHEMBL4171943,1
C=CC(=O)Nc1ccc(-c2ccc(NC(=O)[*:1])cc2)cn1,CC(C)c1cccc(N[*:1])c1,CHEMBL4175773,1
C=CC(=O)Nc1ccc(-c2ccc(NC(=O)[*:1])cc2)cn1,Clc1cccc(N[*:1])c1,CHEMBL4171543,1
C=CC(=O)Nc1cccc(-c2ccc(NC(=O)[*:1])cc2)n1,Cc1cccc(C)c1N[*:1],CHEMBL4170942,2
C=CC(=O)Nc1cccc(-c2ccc(NC(=O)[*:1])cc2)n1,Cc1ccc(N[*:1])cc1Cl,CHEMBL4160813,2
C=CC(=O)Nc1cccc(-c2ccc(NC(=O)[*:1])cc2)n1,Clc1cccc(N[*:1])c1,CHEMBL4175530,2
C=CC(=O)Nc1cccc(-c2ccc(NC(=O)[*:1])cc2)n1,Fc1ccccc1N[*:1],CHEMBL4174374,2
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(C[*:1])ccc2-3)cs1)COc1ccccc1,c1cn([*:1])cn1,CHEMBL224834,3
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(C[*:1])ccc2-3)cs1)COc1ccccc1,c1cnn([*:1])c1,CHEMBL224889,3
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(C[*:1])ccc2-3)cs1)COc1ccccc1,c1cn([*:1])nn1,CHEMBL224917,3
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(C[*:1])ccc2-3)cs1)COc1ccccc1,C1CN([*:1])CS1,CHEMBL224027,3
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(C[*:1])ccc2-3)cs1)COc1ccccc1,c1ncn([*:1])n1,CHEMBL224918,3
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(C[*:1])ccc2-3)cs1)COc1ccccc1,CC1CCN([*:1])CC1,CHEMBL387972,3
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(C[*:1])ccc2-3)cs1)COc1ccccc1,CN1CCC([*:1])CC1,CHEMBL223999,3
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(C[*:1])ccc2-3)cs1)COc1ccccc1,CN1CCN([*:1])CC1,CHEMBL390156,3
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(C[*:1])ccc2-3)cs1)COc1ccccc1,CN1CCN([*:1])CC1=O,CHEMBL225278,3
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(C[*:1])ccc2-3)cs1)COc1ccccc1,CN1CCN([*:1])C(=O)C1,CHEMBL225334,3
C(#Cc1cc(-c2n[nH]c3c2Cc2cc(C[*:1])ccc2-3)cs1)COc1ccccc1,NC(=O)N1CCN([*:1])CC1,CHEMBL225261,3
CN1CCN(Cc2ccc3c(c2)Cc2c([*:1])n[nH]c2-3)CC1,CC#Cc1cc([*:1])cs1,CHEMBL223943,4
CN1CCN(Cc2ccc3c(c2)Cc2c([*:1])n[nH]c2-3)CC1,CCCC#Cc1cc([*:1])cs1,CHEMBL223997,4
CN1CCN(Cc2ccc3c(c2)Cc2c([*:1])n[nH]c2-3)CC1,Oc1ccc([*:1])cc1,CHEMBL413581,4
CN1CCN(Cc2ccc3c(c2)Cc2c([*:1])n[nH]c2-3)CC1,c1cncc([*:1])c1,CHEMBL413772,4
