smiles	cid	tid
CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(NC(=O)CCCCC(=O)NO)cc3)n2)cc1	CHEMBL4282471	1865
CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)n2)cc1	CHEMBL4290831	1865
CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(OCCCCCC(=O)NO)cc3)n2)cc1	CHEMBL4290748	1865
CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(OCCCCCCC(=O)NO)cc3)n2)cc1	CHEMBL4283921	1865
CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(OCCCCCCCC(=O)NO)cc3)n2)cc1	CHEMBL4291781	1865
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)CCCCC(=O)NO)c3)n2)cc1	CHEMBL4284388	1865
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)CCCCCCC(=O)NO)c3)n2)cc1	CHEMBL4282456	1865
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(OCCCCCC(=O)NO)c3)n2)cc1	CHEMBL4280540	1865
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(OCCCCCCC(=O)NO)c3)n2)cc1	CHEMBL4294153	1865
CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(OCCCCCCCC(=O)NO)c3)n2)cc1	CHEMBL4278591	1865
CC(=O)Nc1ccc(-c2nc(Nc3ccc(OCCCCCC(=O)NO)cc3)ncc2C)cc1	CHEMBL4280050	1865
CC(=O)Nc1ccc(-c2nc(Nc3cccc(OCCCCCCC(=O)NO)c3)ncc2C)cc1	CHEMBL4295224	1865
CC(=O)Nc1ccc(-c2nc(Nc3cccc(OCCCCCCCC(=O)NO)c3)ncc2C)cc1	CHEMBL4290689	1865
CC(=O)SCCC=CC1CC(=O)NCc2ccc(cc2)C2=NC(C)(CS2)C(=O)NC(C(C)C)C(=O)O1	CHEMBL3771206	1865
CC(=O)SCCCCCC(NC(=O)OCc1ccccc1)C(=O)Nc1cccc2cccnc12	CHEMBL4551751	1865
CC(=O)SCCCCCCNC(=O)c1cc(-c2ccc(F)cc2)nn1C	CHEMBL3759869	1865
CC(C)(C)C(=O)N1CCCc2cc(C(=O)NO)ccc2C1	CHEMBL2431913	1865
CC(C)(C)C(=O)N1CCc2cc(C(=O)NO)ccc2C1	CHEMBL2431902	1865
CC(C)(C)C(=O)N1CCc2cc(C(=O)NO)sc2C1	CHEMBL2431917	1865
CC(C)(C)C(=O)N1CCc2ccc(C(=O)NO)cc2CC1	CHEMBL2431909	1865
CC(C)(C)C(=O)N1CCc2sc(C(=O)NO)cc2C1	CHEMBL2431920	1865
CC(C)(C)C(=O)N1Cc2ccc(C(=O)NO)cc2C1	CHEMBL2431907	1865
CC(C)(C)C(=O)NCc1ccc(C(=O)NO)cc1	CHEMBL2431863	1865
CC(C)(C)OC(=O)CC1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O	CHEMBL4064784	1865
CC(C)(C)OC(=O)CCC1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O	CHEMBL4072356	1865
CC(C)(C)OC(=O)NC(CCCCCC(=O)NO)C(=O)NC1CCCC1	CHEMBL1289931	1865
CC(C)(C)OC(=O)NC(CCCCCO)C(=O)NC1CCCC1	CHEMBL1289498	1865
CC(C)(C)OC(=O)NC(CCCCCS)C(=O)NC1CCCCC1	CHEMBL209551	1865
CC(C)(C)OC(=O)NC(CCCCCS)C(=O)NC1CCCCCC1	CHEMBL379049	1865
CC(C)(C)OC(=O)NCCCCC1C(=O)Nc2ccccc2N1Cc1ccc(C(=O)NO)cc1	CHEMBL480729	1865
CC(C)(C)OC(=O)NCCCCC1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O	CHEMBL4073372	1865
CC(C)(C)OC(=O)Nc1cccc(-c2csc(NC(=O)CCCCCC(=O)Nc3ccccc3N)n2)c1	CHEMBL4545091	1865
CC(C)(C)OC(=O)Nc1cccc(C(=O)C=Cc2ccc(C=CC(=O)NO)cc2)c1	CHEMBL4542499	1865
CC(C)(C)OCC1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O	CHEMBL4071741	1865
CC(C)(C)Oc1ccc(CC2C(=O)Nc3ccccc3N2Cc2ccc(C(=O)NO)cc2)cc1	CHEMBL521431	1865
CC(C)(C)Oc1ccc(CC2N=C(c3ccccc3)c3ccccc3N(CCCCC(=O)NO)C2=O)cc1	CHEMBL4070647	1865
CC(C)(C)SCC1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O	CHEMBL4060342	1865
CC(C)(C)c1ccc(C(=O)Nc2ccc(C(=O)NO)cc2)cc1	CHEMBL4452620	1865
CC(C)(C)c1ccc(CC2(c3ccccc3)NC(=O)N(Cc3ccc(C(=O)NO)cc3)C2=O)cc1	CHEMBL4855750	1865
CC(C)(C)c1ccc(CN(Cc2ccc(C(=O)NO)cc2)S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)cc1	CHEMBL5085755	1865
CC(C)(C)c1ccc(CN2C(=O)N(Cc3ccc(C(=O)NO)cc3)C(=O)C2Cc2ccccc2)cc1	CHEMBL4868120	1865
CC(C)(C)c1ccc(CN2CC(=O)N(Cc3ccc(C(=O)NO)cc3)C2=O)cc1	CHEMBL4853389	1865
CC(C)(C)c1ccc(CN2Cc3ccc(C=CC(=O)NO)cc3C2=O)cc1	CHEMBL247218	1865
CC(C)(C)n1nnnc1CNCc1ccc(C(=O)NO)cc1	CHEMBL4754795	1865
CC(C)(F)CN1CCc2cc(O)ccc2C1c1ccc(OC2CN(CC(=O)NO)C2)cc1	CHEMBL5091589	1865
CC(C)(F)CN1CCc2cc(O)ccc2C1c1ccc(OCCCCCC(=O)NO)cc1	CHEMBL5078131	1865
CC(C)(F)CN1CCc2cc(O)ccc2C1c1ccc(OCCCCCCC(=O)NO)cc1	CHEMBL5090940	1865
CC(C)(Nc1ncc(C(=O)NO)cc1F)c1ccccc1	CHEMBL4762877	1865
CC(C)(Nc1ncc(C(=O)NO)cc1F)c1ccccn1	CHEMBL4777764	1865
CC(C)(O)Cc1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO	CHEMBL3287265	1865
CC(C)=Cc1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO	CHEMBL3287264	1865
CC(C)C(C#Cc1ccc(C(=O)NO)cc1)NC(=O)C1Cc2ccccc2O1	CHEMBL4649745	1865
CC(C)C(C(=O)Nc1ccc(C(=O)NO)cc1)c1ccccc1	CHEMBL191091_CHEMBL191482	1865
CC(C)C(NC(=O)c1csc(-c2cscn2)n1)C(=O)OCC=CCCS	CHEMBL3287008	1865
CC(C)C1CC1c1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO	CHEMBL3287269	1865
CC(C)C1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O	CHEMBL4069885	1865
CC(C)C1NC(=O)C2(C)CSC(=N2)c2cccc(n2)CNC(=O)CC(C=CCCS)OC1=O	CHEMBL3593409	1865
CC(C)C1NC(=O)C2(C)CSC(=N2)c2ccnc(c2)CNC(=O)CC(C=CCCS)NC1=O	CHEMBL3593415	1865
CC(C)C1NC(=O)C2(C)CSC(=N2)c2ccnc(c2)CNC(=O)CC(C=CCCS)OC1=O	CHEMBL3593411	1865
CC(C)C1NC(=O)C2(C)CSC(=N2)c2coc(n2)CNC(=O)CC(C=CCCS)OC1=O	CHEMBL2436595	1865
CC(C)C1NC(=O)C2(C)CSC(=N2)c2csc(n2)CNC(=O)C(F)(F)C(C=CCCS)NC1=O	CHEMBL4516759	1865
CC(C)C1NC(=O)C2(C)CSC(=N2)c2csc(n2)CNC(=O)CC(C(F)=CCCS)NC1=O	CHEMBL4446027	1865
CC(C)C1NC(=O)C2(C)CSC(=N2)c2csc(n2)CNC(=O)CC(C(F)=CCCS)OC1=O	CHEMBL4529140_CHEMBL4574424	1865
CC(C)C1NC(=O)C2(C)CSC(=N2)c2csc(n2)CNC(=O)CC(C=C(F)CCS)OC1=O	CHEMBL4441774	1865
CC(C)C1NC(=O)C2(C)CSC(=N2)c2csc(n2)CNC(=O)CC(C=CC(F)(F)CS)OC1=O	CHEMBL4467713	1865
CC(C)C1NC(=O)C2(C)CSC(=N2)c2csc(n2)CNC(=O)CC(C=CCCS)NC1=O	CHEMBL3593407	1865
CC(C)C1NC(=O)C2(C)CSC(=N2)c2csc(n2)CNC(=O)CC(C=CCCS)OC1=O	CHEMBL1796689_CHEMBL3593247	1865
CC(C)C1NC(=O)C2CCCN2C(=O)C2CCCN2C(=O)CC(C(=O)NCCCC(=O)NO)NC1=O	CHEMBL3769491_CHEMBL3769629_CHEMBL3771362_CHEMBL4100364	1865
CC(C)C=Cc1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO	CHEMBL3287268	1865
CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NC(C)C(=O)NCc1ccc(C(=O)NO)cc1	CHEMBL4459294	1865
CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NC(C)C(=O)NCc1cccc(C(=O)NO)c1	CHEMBL4475500	1865
CC(C)CC1C(=O)N(Cc2ccc(C(=O)NO)cc2)C(=O)N1C	CHEMBL4868785	1865
CC(C)CC1C(=O)N(Cc2ccc(C(=O)NO)cc2)C(=O)N1Cc1ccccc1	CHEMBL4875843	1865
CC(C)CC1CC(=O)NC(C)C(=O)NC(CCCCCC(=O)O)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)N1	CHEMBL570490	1865
CC(C)CC1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O	CHEMBL4079790	1865
CC(C)CN(Cc1ccccc1)Cc1ccc(C=CC(=O)NO)o1	CHEMBL2413320	1865
CC(C)Cc1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO	CHEMBL3287250	1865
CC(C)N(CCn1c(-c2cccc(C=CC(=O)NO)c2)nc2ccccc21)C(C)C	CHEMBL1096022	1865
CC(C)N(Cc1ccccc1)Cc1ccc(C=CC(=O)NO)o1	CHEMBL2413318	1865
CC(C)Oc1ccc(C(=O)NO)cc1NC(=O)c1ccccc1	CHEMBL3800057	1865
CC(C)Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)c2[nH]c(C(=O)NCCCCCCC(=O)NO)cc12	CHEMBL4755061	1865
CC(C)Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)c2[nH]c(C(=O)NCc3ccc(C(=O)NO)cc3)cc12	CHEMBL4753908	1865
CC(C)Oc1cccc(-c2ccc3c(NC(=O)c4ccc(C(=O)NO)cc4)n[nH]c3c2)c1	CHEMBL4208584	1865
CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(C(=O)NCCCCCCC(=O)NO)cc2)ncc1Cl	CHEMBL4849606	1865
CC(C)S(=O)(=O)c1ccccc1Nc1nc(Nc2ccc(NC(=O)CCCCCCC(=O)NO)cc2)ncc1Cl	CHEMBL4855319	1865
CC(C)c1cc(C(=O)N(C)Cc2ccc(C(=O)NO)cc2)c(O)cc1O	CHEMBL5174143	1865
CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCCC(=O)NO)ccc32)c(O)cc1O	CHEMBL4241177	1865
CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCCCCC(=O)NO)ccc32)c(O)cc1O	CHEMBL4237454	1865
CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCCCCCC(=O)NO)ccc32)c(O)cc1O	CHEMBL4241615	1865
CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCCCCCCC(=O)NO)ccc32)c(O)cc1O	CHEMBL4247905	1865
CC(C)c1cc(C(=O)N2CCc3onc(C(=O)NCCCCCCC(=O)NO)c3C2)c(O)cc1O	CHEMBL3233755	1865
CC(C)c1cc(C(=O)N2Cc3ccc(C=CC(=O)NO)cc3C2)c(O)cc1O	CHEMBL4747757	1865
CC(C)c1cc(C(=O)N2Cc3ccc(NC(=O)CCCC(=O)NO)cc3C2)c(O)cc1O	CHEMBL4740842	1865
CC(C)c1cc(C(=O)N2Cc3ccc(NC(=O)CCCCC(=O)NO)cc3C2)c(O)cc1O	CHEMBL4741850	1865
CC(C)c1cc(C(=O)N2Cc3ccc(NC(=O)CCCCCC(=O)NO)cc3C2)c(O)cc1O	CHEMBL4798549	1865
CC(C)c1cc(C(=O)N2Cc3ccc(NC(=O)CCCCCCC(=O)NO)cc3C2)c(O)cc1O	CHEMBL4790559	1865
CC(C)c1cc(C(=O)N2Cc3ccc(NC(=O)CCCCCCCC(=O)NO)cc3C2)c(O)cc1O	CHEMBL4790152	1865
CC(C)c1cc(C(=O)N2Cc3ccc(NC(=O)CCCCCCCCC(=O)NO)cc3C2)c(O)cc1O	CHEMBL4789155	1865
CC(C)c1cc(C(=O)N2Cc3ccc(NCc4ccc(C(=O)NO)cc4)cc3C2)c(O)cc1O	CHEMBL4782478	1865
CC(C)c1ccc(C(=O)N(Cc2ccc(C(=O)NO)cc2)Cc2nnnn2Cc2ccccc2)cc1	CHEMBL4761974	1865
CC(C)c1cn(CCCCCCNC(=O)CS)c2cc(Cl)c(Cl)cc12	CHEMBL4097132	1865
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)NO	CHEMBL2347009	1865
CC(C)c1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO	CHEMBL3287253	1865
CC(C)n1c(-c2cccc(C=CC(=O)NO)c2)nc2ccccc21	CHEMBL1097017	1865
CC(C)n1nc(-c2ccc(F)cc2)cc1C(=O)NCCCCCCS	CHEMBL3759007	1865
CC(C=CC(=O)NO)=Cc1ccc(NS(=O)(=O)c2ccc(N(CCCl)CCCl)cc2)cc1	CHEMBL4744603	1865
CC(C=Cc1ccccc1)=CC(=O)NCCCCCC(=O)NO	CHEMBL490018	1865
CC(CNC(=O)c1ccc(C=CC(=O)NO)cc1)Oc1no[n+]([O-])c1S(=O)(=O)c1ccccc1	CHEMBL4549965	1865
CC(NC(=O)C(CC(=O)NC(C)(C)C)NC(=O)c1ccc(C(=O)NO)cc1)C(=O)NCc1ccccc1	CHEMBL4761969	1865
CC(NC(=O)C(CC(=O)NCC(C)(C)C)NC(=O)c1ccc(C(=O)NO)cc1)C(=O)NCc1ccccc1	CHEMBL4167623	1865
CC(NC(=O)c1cccc(=S)n1O)C(=O)O	CHEMBL3260857	1865
CC(Nc1nc(N)nc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1Cc1ccc(C(=O)NO)s1	CHEMBL5221123	1865
CC(OCc1ccccc1)C1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O	CHEMBL4082254	1865
CC(c1ccccc1)n1c(-c2cccc(C=CC(=O)NO)c2)nc2ccccc21	CHEMBL1094792_CHEMBL1094793	1865
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)NCCCCCC(=O)NO)c(F)c1	CHEMBL3983635	1865
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)NCCOCCC(=O)NO)c(F)c1	CHEMBL3966165	1865
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)OCCCCCC(=O)NO)c(F)c1	CHEMBL3894825	1865
CC1(C)C2CCC(CNCc3ccc(C(=O)NO)cc3)C1C2	CHEMBL4571732	1865
CC1(C)CC(=O)Nc2ccc(C(=O)NCC3CCC(CCC(=O)NO)CC3)cc21	CHEMBL3309298_CHEMBL3309300	1865
CC1(C)CC(=O)Nc2ccc(C(=O)NCCCCCCC(=O)NO)cc21	CHEMBL3311473	1865
CC1(C)CC(=O)Nc2ccc(C(=O)NCc3ccc(C=CC(=O)NO)cc3)cc21	CHEMBL3309291	1865
CC1(C)CC(=O)Nc2ccc(C(=O)NCc3cccc(C=CC(=O)NO)c3)cc21	CHEMBL3309290	1865
CC1(C)CC(=O)Nc2ccc(NC(=O)CCCCCCC(=O)NO)cc21	CHEMBL3311466	1865
CC1(NCC(=O)NCc2ccc(C=CC(=O)NO)cc2)CCN(c2cnc(-c3cccc(Cl)c3Cl)c(N)n2)CC1	CHEMBL5198194	1865
CC1(Nc2ccc(C(=O)NO)cc2)CCN(c2ccc3ncccc3c2)C1=O	CHEMBL3415628	1865
CC1(Nc2ccc(C(=O)NO)cc2)CCN(c2ccccc2)C1=O	CHEMBL3415626	1865
CC1(c2ccccc2)NC(=O)N(Cc2ccc(C(=O)NO)cc2)C1=O	CHEMBL4868079	1865
CC12CC3CC(C)(C1)CC(NCc1ccc(C(=O)NO)cn1)(C3)C2	CHEMBL4852393	1865
CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCCC(=O)NO)C3C1CCC2O	CHEMBL3735106	1865
CC12CCC3c4ccc(O)cc4CCC3C1CCC2(O)c1cn(CCCC(=O)NO)nn1	CHEMBL2401843	1865
CC12CCC3c4ccc(O)cc4CCC3C1CCC2(O)c1cn(CCCCCC(=O)NO)nn1	CHEMBL2401845	1865
CC12CCC3c4ccc(O)cc4CCC3C1CCC2(O)c1cn(CCCCCCC(=O)NO)nn1	CHEMBL2401846	1865
CC1CN(Cc2ccc(C(=O)NO)cc2)CC(C)N1Cc1cccc(Cl)c1	CHEMBL5193563	1865
CC1CN(Cc2ccc(C(=O)NO)cc2)CC1c1nc2c(cnn2C2CCCC2)c(=O)[nH]1	CHEMBL5205841_CHEMBL5205968	1865
CC1CN(Cc2ccc(C=CC(=O)NO)cc2)CC1c1nc2c(cnn2C2CCOCC2)c(=O)[nH]1	CHEMBL5172893	1865
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)NCC4CN(CC(=O)NO)N=N4)cn1c23	CHEMBL5199795	1865
CC1N=C(c2ccccc2)c2ccccc2N(CCCCC(=O)NO)C1=O	CHEMBL4069031	1865
CC1NC(=O)CC2C=CCCSSCC(NC1=O)C(=O)NC(C(C)C)C(O)CC(=O)O2	CHEMBL3126832	1865
CC1Sc2ccc(C(=O)NO)cc2NC1=O	CHEMBL3800287_CHEMBL4082625	1865
CC=C1NC(=O)C(CS)NC(=O)C(C(C)C)NC(=O)CC(C=CCCS)OC(=O)C(C(C)C)NC1=O	CHEMBL146250	1865
CC=C1NC(=O)c2csc(n2)C(C(C)C)NC(=O)CC(C=CCCS)OC(=O)C(C(C)C)NC1=O	CHEMBL3622727	1865
CC=C1NC(=O)c2csc(n2)CNC(=O)CC(C=CCCS)OC(=O)C(C(C)C)NC1=O	CHEMBL3622729	1865
CC=C1NC(=O)c2csc(n2)CNC(=O)CC(C=CCCSC(C)=O)OC(=O)C(C(C)C)NC1=O	CHEMBL3622731	1865
CC=Cc1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)NO	CHEMBL3287266	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCCN(C)C2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1	CHEMBL4632614_CHEMBL4637397	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)C2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1	CHEMBL4634829_CHEMBL4641048_CHEMBL4644118_CHEMBL4645468	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1[nH]c(-c2ccc(C(F)(F)F)cc2)nc1C#N	CHEMBL4797893	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1[nH]c(-c2ccc3nc(C)ccc3c2)nc1C#N	CHEMBL4759693	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1[nH]c(-c2ccc3nn(C)cc3c2)nc1C#N	CHEMBL4761973	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2cc3ccc(C)nc3cc2OC)[nH]1	CHEMBL5219409	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2cc3ccc(C)nc3cc2OC)o1	CHEMBL5220278	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2cc3ccccc3[nH]c2=O)[nH]1	CHEMBL5220844	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2cc3ccccc3n(C)c2=O)[nH]1	CHEMBL5219590	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1	CHEMBL4640923_CHEMBL4642518	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2cc3ccccc3nc2OC)o1	CHEMBL4646915	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2cc3cccnc3cc2OC)[nH]1	CHEMBL5218586	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2cc3cccnc3cc2OC)o1	CHEMBL4862556	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2cc3ccncc3nc2OC)[nH]1	CHEMBL5219039	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2ccc(-c3cccnc3)cc2)[nH]1	CHEMBL5219739	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2ccc(-c3cccnc3)cc2)o1	CHEMBL5219118	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2ccc(-c3ccncc3)cc2)[nH]1	CHEMBL5218926	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2ccc(-c3cnccn3)cc2)[nH]1	CHEMBL5219422	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2ccc3c(=O)n(C)ccc3c2)[nH]1	CHEMBL4856631	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2ccc3c(c2)C2CCC3C2)[nH]1	CHEMBL4859950	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2ccc3nc(C)ccc3c2)[nH]1	CHEMBL5218556	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2ccc3nc(C4CC4)ccc3c2)[nH]1	CHEMBL5218918	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2ccc3nc(CC)ccc3c2)[nH]1	CHEMBL5219006	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2ccc3nc(OC)ccc3c2)[nH]1	CHEMBL5219634	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2ccc3ncccc3c2)[nH]1	CHEMBL5218535	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2ccc3nccnc3c2)[nH]1	CHEMBL5219811	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2ccc3nn(C)cc3c2)[nH]1	CHEMBL5219969	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2ccc3nnccc3c2)[nH]1	CHEMBL5219074	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2cn(C)c3ccccc3c2=O)[nH]1	CHEMBL5218749	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2cnc3ccccc3c2)[nH]1	CHEMBL4745088	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(-c2cnc3ncccc3c2)[nH]1	CHEMBL5219241	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(C2=CC3OC=NC3C=C2)[nH]1	CHEMBL5221068	1865
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(C2=CC3SC=NC3C=C2)[nH]1	CHEMBL5220815	1865
